year_month,category,top_counterpart,n_customers,n_transasctions,total_amount,pos_perc,ecom_perc
1-2021,savings,coinbase,15,52,5123.24,0.0,1.0
1-2021,shopping,migros,20,27,1844.7,0.91,0.09
1-2021,transport,landi,7,10,357.7,1.0,0.0
1-2021,communication,netflix.com,10,10,132.3,0.0,1.0
1-2021,entertainment,other,106,244,13100.64,0.17,0.83
2-2021,entertainment,swisslos,27,43,2922.0,0.0,1.0
2-2021,entertainment,swiss casinos,4,10,830.0,0.0,1.0
2-2021,holidays,other,119,264,37551.18,0.69,0.31
3-2021,transport,parkingpay,22,38,447.2,0.0,1.0
3-2021,restaurants,mcdonald's,31,47,739.55,1.0,0.0
3-2021,cash,ubs,46,104,7263.35,0.65,0.35
3-2021,transport,tier,5,36,86.66,0.0,1.0
3-2021,holidays,swiss,9,13,4264.75,0.28,0.72
3-2021,health,coop,24,30,772.25,0.94,0.06
2-2021,shopping,ochsner,1,1,47.9,0.0,1.0
3-2021,shopping,ochsner,22,23,2498.55,0.87,0.13
5-2021,transport,avia,77,116,5102.65,1.0,0.0
5-2021,transport,socar,66,104,2712.82,1.0,0.0
5-2021,transport,agrola,61,113,3851.25,1.0,0.0
5-2021,groceries,steiner,46,107,1269.0,0.92,0.08
5-2021,health,amavita,29,33,909.1,1.0,0.0
5-2021,transport,tamoil,12,15,657.17,1.0,0.0
5-2021,groceries,sbb,21,33,170.75,1.0,0.0
5-2021,shopping,decathlon,18,24,3400.74,0.44,0.56
5-2021,holidays,other,206,436,93621.33,0.65,0.35
5-2021,entertainment,other,233,494,38235.96,0.27,0.73
2-2021,entertainment,playstationnetwork,2,2,79.8,0.0,1.0
3-2021,entertainment,steam,28,46,1011.57,0.0,1.0
3-2021,wellness,other,7,8,728.3,0.91,0.09
4-2021,transport,sbb,163,609,11565.8,0.43,0.57
4-2021,restaurants,vicafe,24,38,459.4,1.0,0.0
4-2021,entertainment,interwetten,3,50,18195.0,0.0,1.0
4-2021,restaurants,starbucks,37,61,683.08,1.0,0.0
4-2021,cash,kantonalbank,8,11,1320.0,1.0,0.0
5-2021,education,other,1,1,248.8,1.0,0.0
7-2023,communication,spotify,155,161,2607.41,0.0,1.0
7-2023,transport,bolt,24,111,939.2,0.0,1.0
7-2023,living,other,144,252,15615.43,0.7,0.3
7-2023,tax,other,209,328,10974.62,0.75,0.25
7-2023,restaurants,mcdonald's,86,131,2540.32,0.98,0.02
7-2023,entertainment,youtube,42,48,730.41,0.0,1.0
7-2023,health,dm-drogerie,41,51,1811.28,1.0,0.0
7-2023,communication,audible,33,38,511.96,0.0,1.0
10-2022,groceries,other,1076,4742,109453.51,0.87,0.13
10-2022,transport,migrol,120,211,5269.98,1.0,0.0
10-2022,shopping,digitec galaxus,101,155,18016.3,0.04,0.96
10-2022,entertainment,mycasino.ch,24,212,15487.52,0.0,1.0
10-2022,communication,amazon,66,95,949.04,0.0,1.0
10-2022,shopping,manor,66,92,4446.65,0.94,0.06
10-2022,cash,postfinance,53,80,21302.99,1.0,0.0
10-2022,groceries,sprungli,26,28,750.75,0.89,0.11
10-2022,health,sumup,34,39,3755.5,1.0,0.0
10-2022,restaurants,tibits,28,43,795.98,1.0,0.0
10-2022,transport,landi,17,31,648.7,1.0,0.0
10-2022,communication,adobe,30,39,985.86,0.0,1.0
10-2022,groceries,panetarium,4,39,345.6,1.0,0.0
10-2022,wellness,other,10,13,852.02,0.71,0.29
11-2023,groceries,lidl,220,480,17184.15,1.0,0.0
11-2023,groceries,spar,112,266,7700.73,1.0,0.0
11-2023,entertainment,swisslos,41,92,5040.0,0.0,1.0
11-2023,shopping,globus,46,63,4987.11,0.99,0.01
11-2023,communication,netflix.com,63,64,1009.73,0.0,1.0
11-2023,groceries,twint,9,30,856.1,0.0,1.0
11-2023,entertainment,swiss casinos,25,189,14961.57,0.0,1.0
2-2022,groceries,volg,141,418,8148.6,1.0,0.0
2-2022,communication,google,95,204,2874.32,0.0,1.0
2-2022,restaurants,sumup,115,180,5050.9,0.98,0.02
2-2022,entertainment,netflix,123,125,2495.97,0.0,1.0
2-2022,shopping,jelmoli,14,53,4294.8,1.0,0.0
2-2022,shopping,other,860,2512,209790.66,0.67,0.33
2-2022,restaurants,uber,51,133,5163.23,0.09,0.91
2-2022,transport,easypark,21,51,228.88,0.0,1.0
2-2022,entertainment,google,30,39,416.69,0.0,1.0
2-2022,restaurants,marche,28,33,637.9,1.0,0.0
2-2022,wellness,other,15,20,1324.04,0.9,0.1
3-2022,Restaurant,other,1,1,45.0,1.0,0.0
11-2023,entertainment,playstationnetwork,22,40,906.78,0.0,1.0
12-2023,entertainment,other,625,2111,160220.02,0.12,0.88
12-2023,shopping,digitec galaxus,110,168,22705.94,0.05,0.95
12-2023,shopping,manor,114,159,10056.2,0.88,0.12
12-2023,cash,ubs,38,62,13410.0,1.0,0.0
12-2023,health,sumup,41,45,2962.35,1.0,0.0
12-2023,transport,bolt,16,44,194.64,0.0,1.0
12-2023,Shopping,other,2,2,163.9,1.0,0.0
3-2023,groceries,denner,311,747,15298.65,0.99,0.01
3-2023,transport,uber,75,266,4322.22,0.08,0.92
3-2023,restaurants,mcdonald's,80,119,1870.43,1.0,0.0
3-2023,holidays,swiss,25,47,8102.33,0.04,0.96
3-2023,health,other,511,842,46940.91,0.86,0.14
3-2023,communication,other,546,1139,44082.07,0.04,0.96
3-2023,entertainment,other,580,2041,148298.53,0.13,0.87
3-2023,Restaurant,other,7,9,424.6,1.0,0.0
4-2023,transport,sbb,309,1325,20072.6,0.17,0.83
4-2023,groceries,migrolino,101,258,2189.67,1.0,0.0
4-2023,restaurants,vicafe,24,41,350.1,0.89,0.11
5-2023,communication,apple,349,1005,16089.39,0.0,1.0
5-2023,shopping,aliexpress,70,314,6512.52,0.0,1.0
5-2023,transport,shell,168,266,7909.92,1.0,0.0
5-2023,shopping,paypal,95,159,14569.33,0.0,1.0
5-2023,groceries,kkiosk,115,210,2182.55,1.0,0.0
5-2023,restaurants,mcdonald's,85,130,2007.65,1.0,0.0
5-2023,living,landi,69,95,3854.3,1.0,0.0
5-2023,cash,kantonalbank,45,79,17360.0,1.0,0.0
5-2023,shopping,zalando,29,36,5058.49,0.01,0.99
5-2023,groceries,brezelkönig,30,35,297.9,1.0,0.0
5-2023,entertainment,other,631,1964,160106.28,0.18,0.82
5-2023,holidays,other,557,1427,233686.86,0.57,0.43
4-2023,restaurants,starbucks,111,191,1923.82,0.98,0.02
4-2023,health,sumup,45,52,4039.56,1.0,0.0
5-2023,health,dm-drogerie,43,57,1961.68,1.0,0.0
5-2023,savings,revolut,1,1,101.15,0.0,1.0
6-2023,transport,other,920,3343,99319.59,0.74,0.26
6-2023,communication,tiktok,6,37,1320.89,0.0,1.0
6-2023,holidays,airbnb,28,35,15574.98,0.0,1.0
6-2023,education,other,3,3,403.39,0.0,1.0
10-2021,communication,other,398,778,31025.89,0.08,0.92
10-2021,transport,parkingpay,31,82,503.59,0.0,1.0
10-2021,transport,tier,19,75,361.59,0.08,0.92
11-2021,entertainment,netflix,129,129,2363.18,0.0,1.0
11-2021,restaurants,mcdonald's,68,105,1899.62,0.99,0.01
11-2021,groceries,brezelkonig,52,79,523.4,1.0,0.0
11-2021,cash,other,168,406,93382.58,0.59,0.41
12-2021,groceries,lidl,137,302,14335.58,1.0,0.0
12-2021,communication,google,112,326,5123.88,0.0,1.0
12-2021,groceries,spar,106,221,7729.31,1.0,0.0
12-2021,shopping,aliexpress,55,179,4351.14,0.0,1.0
12-2021,transport,migrol,111,182,5387.64,1.0,0.0
12-2021,shopping,paypal,98,187,18562.9,0.0,1.0
12-2021,entertainment,netflix,120,121,2262.19,0.0,1.0
12-2021,general,paypal,40,74,6127.58,0.0,1.0
12-2021,entertainment,google,12,14,60.6,0.0,1.0
12-2021,savings,revolut,60,130,40384.13,0.0,1.0
12-2021,health,amavita,65,84,3305.25,1.0,0.0
12-2021,shopping,zalando,30,48,7290.68,0.0,1.0
12-2021,transport,landi,20,43,875.2,1.0,0.0
1-2022,restaurants,mcdonald's,38,58,1025.9,1.0,0.0
10-2021,shopping,ochsner,22,26,2968.8,0.97,0.03
11-2021,groceries,migros,644,2658,79039.5,0.91,0.09
11-2021,communication,paypal,80,137,4544.8,0.0,1.0
11-2021,entertainment,google,12,13,106.99,0.0,1.0
11-2021,groceries,stocker,16,19,191.65,1.0,0.0
11-2021,transport,paypal,13,25,1026.66,0.0,1.0
11-2021,shopping,decathlon,20,24,1134.84,0.77,0.23
11-2021,holidays,airbnb,8,12,3897.84,0.0,1.0
12-2021,groceries,twint,14,18,374.36,0.0,1.0
1-2022,groceries,coop,714,3126,80993.7,0.98,0.02
6-2021,transport,other,476,1270,33647.3,0.82,0.18
6-2021,entertainment,other,274,641,77315.77,0.12,0.88
6-2021,groceries,selecta,83,210,616.8,1.0,0.0
6-2021,communication,spotify,118,122,1953.66,0.0,1.0
6-2021,communication,audible,22,26,268.11,0.0,1.0
7-2021,restaurants,migros,109,192,2427.8,1.0,0.0
7-2021,transport,socar,87,149,3853.28,1.0,0.0
7-2021,transport,agrola,64,106,3098.48,1.0,0.0
7-2021,general,paypal,33,46,6435.93,0.0,1.0
7-2021,transport,tamoil,15,21,617.96,1.0,0.0
7-2021,groceries,sprungli,37,49,1032.37,1.0,0.0
7-2021,restaurants,subway,15,19,261.36,1.0,0.0
7-2021,groceries,panetarium,6,39,439.2,1.0,0.0
7-2021,groceries,other,763,3325,101690.86,0.83,0.17
7-2021,cash,other,160,374,87909.41,0.7,0.3
8-2021,groceries,migros,575,2049,66769.4,0.9,0.1
8-2021,restaurants,starbucks,64,102,989.03,1.0,0.0
8-2021,groceries,brezelkonig,42,57,451.9,1.0,0.0
8-2021,general,paypal,25,27,2717.02,0.0,1.0
8-2021,entertainment,youtube,41,44,628.16,0.0,1.0
6-2021,wellness,other,8,10,831.6,0.93,0.07
7-2021,communication,apple,232,618,12074.05,0.0,1.0
7-2021,transport,avia,73,128,5961.7,0.93,0.07
8-2021,shopping,decathlon,25,36,4346.45,0.81,0.19
8-2021,restaurants,vicafe,19,28,273.2,1.0,0.0
8-2021,groceries,stocker,12,15,138.6,1.0,0.0
8-2021,Groceries,other,1,1,4.7,1.0,0.0
9-2021,transport,uber,54,207,3303.63,0.05,0.95
9-2021,transport,vbz,25,56,313.4,1.0,0.0
9-2021,restaurants,spettacolo,26,47,340.2,1.0,0.0
9-2021,shopping,otto's,34,40,3198.7,0.56,0.44
9-2021,shopping,orell fussli,24,27,847.05,1.0,0.0
9-2021,communication,sky,34,41,689.84,0.0,1.0
9-2021,communication,yallo,12,20,432.15,0.0,1.0
9-2021,shopping,hornbach,18,24,887.22,0.83,0.17
9-2021,cash,other,162,315,72586.52,0.67,0.33
1-2023,groceries,aldi,200,469,14951.0,1.0,0.0
1-2023,cash,postfinance,45,76,23879.14,1.0,0.0
1-2023,groceries,manor,29,57,1864.9,1.0,0.0
1-2023,groceries,rewe,15,39,863.69,1.0,0.0
1-2023,communication,netflix.com,27,27,381.24,0.0,1.0
1-2023,transport,bolt,15,104,343.17,0.0,1.0
2-2023,shopping,amazon,110,187,12674.66,0.0,1.0
2-2023,restaurants,burger,128,170,3793.2,1.0,0.0
2-2023,shopping,ikea,74,126,9443.01,0.86,0.14
2-2023,groceries,brezelkonig,62,95,705.3,0.96,0.04
2-2023,health,sumup,38,49,4003.58,0.99,0.01
2-2023,groceries,stocker,14,28,270.9,1.0,0.0
2-2023,groceries,migros,720,2675,72266.29,0.93,0.07
2-2023,transport,easypark,48,129,561.41,0.0,1.0
2-2023,shopping,sumup,40,75,2062.64,0.97,0.03
3-2023,transport,vbz,15,25,328.0,1.0,0.0
11-2022,groceries,aldi,208,522,14817.39,1.0,0.0
11-2022,entertainment,interwetten,16,180,10936.7,0.0,1.0
11-2022,savings,coinbase,13,128,10663.28,0.0,1.0
11-2022,groceries,manor,31,69,2847.4,1.0,0.0
11-2022,holidays,booking.com,29,40,11119.14,0.0,1.0
11-2022,groceries,rewe,14,22,898.34,0.75,0.25
11-2022,transport,bolt,13,79,291.78,0.0,1.0
11-2022,restaurants,other,1135,7752,235196.76,0.92,0.08
11-2022,tax,other,164,221,12636.96,0.47,0.53
11-2022,general,other,297,504,39591.89,0.19,0.81
11-2022,cash,kantonalbank,33,49,12820.0,1.0,0.0
12-2022,groceries,volg,148,438,8805.4,1.0,0.0
12-2022,entertainment,microsoft,54,63,1045.21,0.0,1.0
12-2022,living,landi,43,55,1846.2,1.0,0.0
12-2022,shopping,amzn,30,72,3464.84,0.0,1.0
12-2022,entertainment,paypal,26,55,2136.37,0.0,1.0
12-2022,restaurants,spettacolo,29,42,281.05,1.0,0.0
12-2022,cash,ubs,32,53,16550.0,1.0,0.0
12-2022,holidays,airbnb,14,22,9186.0,0.0,1.0
3-2022,transport,sbb,294,1296,24165.2,0.27,0.73
3-2022,groceries,denner,274,594,12808.95,0.98,0.02
3-2022,communication,amazon,55,83,779.8,0.0,1.0
3-2022,cash,kantonalbank,28,42,10830.0,1.0,0.0
3-2022,communication,adobe,20,25,605.11,0.0,1.0
4-2022,transport,shell,107,168,4207.39,1.0,0.0
4-2022,groceries,steiner,48,115,1376.1,1.0,0.0
4-2022,entertainment,swisslos,31,76,4046.0,0.0,1.0
4-2022,shopping,globus,42,62,3681.28,0.99,0.01
4-2022,groceries,sbb,25,32,245.7,1.0,0.0
4-2022,entertainment,swiss casinos,17,73,7114.09,0.0,1.0
5-2022,entertainment,mycasino.ch,7,49,2745.0,0.0,1.0
5-2022,shopping,muller,57,69,2743.77,1.0,0.0
5-2022,communication,sky,45,50,827.09,0.0,1.0
5-2022,communication,yallo,13,35,329.45,0.0,1.0
5-2022,transport,paypal,18,61,4204.71,0.0,1.0
4-2022,communication,other,469,908,38629.1,0.06,0.94
4-2022,cash,other,228,466,125950.49,0.73,0.27
4-2022,health,sumup,25,27,1912.33,1.0,0.0
4-2022,holidays,booking.com,30,39,12400.14,0.0,1.0
4-2022,entertainment,playstationnetwork,18,25,636.04,0.0,1.0
5-2022,health,sumup,33,38,3448.31,1.0,0.0
6-2022,holidays,other,458,1241,202818.13,0.62,0.38
6-2022,communication,post,82,106,1806.21,1.0,0.0
6-2022,transport,voi,22,53,358.59,0.47,0.53
8-2023,general,other,370,701,46153.65,0.25,0.75
8-2023,groceries,migrolino,94,255,1834.7,1.0,0.0
8-2023,transport,easypark,71,169,815.07,0.0,1.0
9-2023,communication,google,137,449,5505.86,0.0,1.0
9-2023,transport,bolt,20,90,517.98,0.0,1.0
8-2023,shopping,migros,42,51,3725.65,0.98,0.02
9-2023,entertainment,other,617,2182,135741.38,0.19,0.81
9-2023,Restaurant,other,4,5,204.0,1.0,0.0
10-2023,transport,migrol,154,266,7252.37,1.0,0.0
10-2023,groceries,sprungli,33,55,956.75,1.0,0.0
10-2023,groceries,other,1120,4739,113273.4,0.87,0.13
10-2023,communication,spotify,163,170,3011.5,0.0,1.0
10-2023,cash,revolut,88,281,86706.13,0.0,1.0
10-2023,transport,landi,22,31,793.66,1.0,0.0
10-2023,groceries,panetarium,5,32,320.4,1.0,0.0
10-2023,communication,audible,29,31,327.95,0.0,1.0
7-2022,groceries,volg,168,471,8722.85,1.0,0.0
7-2022,communication,amazon,62,103,940.18,0.0,1.0
7-2022,shopping,migros,49,69,2772.9,0.94,0.06
7-2022,cash,kantonalbank,43,61,14530.0,1.0,0.0
7-2022,restaurants,spettacolo,22,26,213.9,1.0,0.0
7-2022,communication,adobe,30,42,927.73,0.0,1.0
7-2022,holidays,other,612,1873,307193.48,0.65,0.35
7-2022,transport,other,894,3541,102194.03,0.78,0.22
7-2022,savings,other,20,59,27036.26,0.0,1.0
8-2022,groceries,steiner,57,119,1183.71,1.0,0.0
8-2022,health,dm-drogerie,36,47,1407.59,1.0,0.0
8-2022,communication,tiktok,6,44,569.57,0.0,1.0
8-2022,transport,voi,23,89,305.01,0.03,0.97
8-2022,groceries,sbb,25,42,297.25,1.0,0.0
9-2022,groceries,migrolino,114,232,1787.35,1.0,0.0
9-2022,entertainment,microsoft,43,47,822.06,0.0,1.0
9-2022,restaurants,spettacolo,30,46,365.0,1.0,0.0
9-2022,communication,other,489,920,38328.4,0.06,0.94
9-2022,cash,postfinance,46,71,17612.81,1.0,0.0
9-2022,entertainment,paypal,27,52,1783.7,0.0,1.0
1-2021,groceries,lidl,63,148,7741.51,1.0,0.0
1-2021,groceries,spar,55,138,3781.35,1.0,0.0
1-2021,communication,spotify,72,72,1223.48,0.0,1.0
1-2021,savings,revolut,35,80,19858.57,0.0,1.0
1-2021,entertainment,steam,16,26,485.88,0.0,1.0
1-2021,communication,audible,19,21,218.15,0.0,1.0
1-2021,health,coop,22,27,688.05,1.0,0.0
2-2021,transport,shell,47,69,1904.29,1.0,0.0
2-2021,groceries,panetarium,5,24,266.1,1.0,0.0
2-2021,restaurants,other,447,1527,44589.95,0.7,0.3
2-2021,groceries,other,482,1800,51893.78,0.73,0.27
3-2021,communication,google,92,154,1359.56,0.0,1.0
3-2021,groceries,sprungli,21,25,1298.05,1.0,0.0
3-2021,groceries,panetarium,5,29,346.2,1.0,0.0
3-2021,groceries,other,669,2526,76258.85,0.73,0.27
3-2021,entertainment,other,172,443,51799.9,0.16,0.84
3-2021,holidays,other,139,246,51585.52,0.47,0.53
5-2021,groceries,migrolino,57,200,1919.75,0.87,0.13
5-2021,communication,amazon,31,54,550.63,0.0,1.0
5-2021,living,landi,30,37,2250.45,1.0,0.0
5-2021,shopping,otto's,28,32,1570.35,0.76,0.24
5-2021,holidays,swiss,13,25,4605.96,0.33,0.67
5-2021,entertainment,steam,15,20,347.67,0.0,1.0
5-2021,shopping,orell fussli,14,17,783.5,1.0,0.0
5-2021,communication,adobe,17,21,443.88,0.0,1.0
5-2021,transport,other,452,1088,32269.88,0.72,0.28
5-2021,cash,other,109,212,61255.64,0.54,0.46
2-2021,groceries,sprungli,19,22,670.11,0.84,0.16
2-2021,holidays,swiss,6,8,1084.4,0.2,0.8
4-2021,groceries,sprungli,32,41,1196.25,1.0,0.0
4-2021,groceries,other,659,2329,68539.34,0.79,0.21
4-2021,shopping,migros,51,61,4614.05,0.84,0.16
4-2021,groceries,panetarium,8,35,382.0,1.0,0.0
5-2021,shopping,hornbach,16,23,2946.85,0.94,0.06
6-2021,Restaurant,other,2,2,130.2,1.0,0.0
7-2023,transport,tier,26,87,398.83,0.09,0.91
7-2023,cash,kantonalbank,49,72,18230.0,1.0,0.0
7-2023,communication,netflix.com,60,60,1002.47,0.0,1.0
7-2023,transport,parkingpay,39,152,1168.9,0.0,1.0
7-2023,shopping,ochsner,37,44,2867.3,0.96,0.04
7-2023,Restaurant,other,4,4,75.5,1.0,0.0
7-2023,education,other,3,4,571.71,0.0,1.0
10-2022,shopping,paypal,80,148,12866.01,0.0,1.0
10-2022,cash,revolut,80,259,91444.7,0.0,1.0
10-2022,shopping,zalando,30,53,9080.07,0.01,0.99
10-2022,shopping,aliexpress,57,205,3938.65,0.0,1.0
10-2022,restaurants,spettacolo,24,40,285.95,1.0,0.0
11-2023,transport,coop,275,723,15489.64,0.99,0.01
11-2023,restaurants,sumup,161,331,7359.36,1.0,0.0
11-2023,groceries,avec,152,379,3039.85,0.99,0.01
11-2023,restaurants,uber,73,189,6848.79,0.06,0.94
11-2023,communication,spotify,165,170,3024.5,0.0,1.0
11-2023,groceries,sumup,98,138,2230.0,1.0,0.0
11-2023,transport,eni,63,109,2514.28,0.95,0.05
11-2023,shopping,muller,70,86,3722.7,1.0,0.0
11-2023,transport,zvv,21,61,678.6,0.0,1.0
11-2023,communication,audible,32,35,433.71,0.0,1.0
2-2022,groceries,denner,232,504,12168.95,0.98,0.02
2-2022,transport,uber,51,115,1984.55,0.1,0.9
2-2022,entertainment,jackpots.ch,26,129,15885.82,0.0,1.0
2-2022,cash,other,169,335,90504.54,0.57,0.43
2-2022,transport,vbz,20,57,1143.9,1.0,0.0
11-2023,transport,lime,17,56,264.63,0.0,1.0
11-2023,transport,fairtiq,25,49,1142.75,0.0,1.0
11-2023,restaurants,marche,41,72,897.99,1.0,0.0
12-2023,groceries,selecta,105,237,838.03,0.99,0.01
12-2023,shopping,paypal,106,217,18823.3,0.0,1.0
12-2023,restaurants,marche,45,67,1105.1,1.0,0.0
12-2023,savings,other,24,71,17531.38,0.15,0.85
12-2023,restaurants,sumup,191,301,8250.67,1.0,0.0
12-2023,shopping,aliexpress,55,220,4386.34,0.0,1.0
12-2023,restaurants,uber,67,151,6212.42,0.12,0.88
12-2023,transport,parkingpay,41,141,1312.32,0.0,1.0
12-2023,entertainment,steam,49,98,1728.12,0.0,1.0
12-2023,shopping,zalando,26,45,4551.59,0.02,0.98
12-2023,holidays,airbnb,17,17,6434.7,0.0,1.0
12-2023,transport,tier,11,13,61.74,0.0,1.0
3-2023,transport,shell,119,200,4212.81,1.0,0.0
3-2023,cash,revolut,110,305,71458.27,0.0,1.0
3-2023,restaurants,other,1187,8126,253072.03,0.95,0.05
3-2023,groceries,other,1047,4433,108204.38,0.83,0.17
3-2023,tax,other,184,272,16085.25,0.71,0.29
3-2023,wellness,other,12,21,2541.6,0.87,0.13
4-2023,groceries,aldi,201,431,14638.59,0.98,0.02
4-2023,groceries,manor,35,76,2306.7,1.0,0.0
3-2023,shopping,globus,34,43,4172.26,0.96,0.04
3-2023,groceries,sprungli,33,51,1143.15,1.0,0.0
3-2023,entertainment,youtube,41,44,636.86,0.0,1.0
4-2023,restaurants,spettacolo,28,36,281.5,1.0,0.0
4-2023,health,dm-drogerie,37,51,1667.16,1.0,0.0
5-2023,transport,uber,72,232,4038.55,0.06,0.94
5-2023,groceries,steiner,46,94,1061.0,1.0,0.0
5-2023,communication,amazon,65,111,1464.27,0.0,1.0
5-2023,entertainment,youtube,49,55,738.11,0.0,1.0
5-2023,health,sumup,54,62,4604.11,0.95,0.05
5-2023,groceries,sbb,31,45,438.05,1.0,0.0
5-2023,communication,adobe,30,38,858.75,0.0,1.0
5-2023,restaurants,other,1288,8671,274895.8,0.96,0.04
5-2023,tax,other,186,266,13326.11,0.57,0.43
4-2023,shopping,amzn,39,83,4119.58,0.0,1.0
4-2023,groceries,rewe,32,64,1549.83,1.0,0.0
4-2023,transport,paypal,16,26,2789.49,0.0,1.0
5-2023,transport,vbz,32,49,645.2,1.0,0.0
6-2023,groceries,migros,819,3383,92187.64,0.96,0.04
6-2023,transport,parkingpay,45,135,1572.38,0.0,1.0
6-2023,groceries,brezelkonig,56,81,671.0,0.96,0.04
6-2023,transport,tier,28,145,506.03,0.02,0.98
6-2023,communication,netflix.com,67,67,1098.57,0.0,1.0
6-2023,groceries,stocker,20,39,287.6,1.0,0.0
6-2023,shopping,digitec galaxus,82,126,15234.52,0.14,0.86
6-2023,shopping,manor,74,97,6102.45,0.91,0.09
6-2023,entertainment,steam,28,44,930.43,0.0,1.0
10-2021,transport,other,691,2372,69268.5,0.71,0.29
10-2021,groceries,coop,694,3185,77646.13,0.96,0.04
10-2021,shopping,amazon,61,118,5963.45,0.0,1.0
10-2021,shopping,ikea,74,119,9006.16,0.75,0.25
10-2021,shopping,sumup,28,34,1583.5,1.0,0.0
11-2021,communication,spotify,140,143,2318.63,0.0,1.0
11-2021,entertainment,swisslos,19,51,2321.0,0.04,0.96
11-2021,communication,audible,28,31,350.96,0.0,1.0
11-2021,entertainment,playstationnetwork,13,21,446.25,0.0,1.0
11-2021,entertainment,swiss casinos,21,80,7695.0,0.0,1.0
11-2021,restaurants,other,928,5479,189428.33,0.92,0.08
12-2021,groceries,selecta,76,200,562.67,0.99,0.01
12-2021,entertainment,swisslos,20,61,3191.0,0.0,1.0
12-2021,entertainment,swiss casinos,21,193,17304.7,0.0,1.0
12-2021,health,other,421,769,48593.55,0.83,0.17
12-2021,holidays,other,287,627,109645.59,0.57,0.43
1-2022,communication,post,92,134,2129.41,0.98,0.02
1-2022,transport,eni,34,50,1382.29,1.0,0.0
1-2022,transport,lime,16,77,344.1,0.0,1.0
1-2022,transport,fairtiq,37,79,1625.5,0.0,1.0
1-2022,transport,zvv,17,51,681.9,0.0,1.0
1-2022,entertainment,microsoft,33,45,1049.99,0.0,1.0
1-2022,shopping,amzn,42,58,5073.62,0.0,1.0
1-2022,entertainment,paypal,27,44,1084.28,0.0,1.0
1-2022,restaurants,other,884,4338,155169.71,0.91,0.09
10-2021,entertainment,steam,19,27,585.63,0.0,1.0
11-2021,transport,sbb,217,975,12356.5,0.14,0.86
12-2021,entertainment,playstationnetwork,19,29,613.05,0.0,1.0
1-2022,transport,coop,198,418,12488.56,0.99,0.01
1-2022,salary,other,1,1,500.0,1.0,0.0
6-2021,general,other,168,270,36853.39,0.13,0.87
6-2021,groceries,lidl,101,232,10115.07,1.0,0.0
6-2021,groceries,spar,78,223,6045.52,1.0,0.0
6-2021,shopping,aliexpress,39,175,3237.5,0.0,1.0
6-2021,shopping,paypal,85,177,22450.38,0.0,1.0
6-2021,communication,paypal,66,105,4283.09,0.0,1.0
6-2021,transport,parkingpay,22,68,418.1,0.0,1.0
6-2021,transport,tier,13,45,174.57,0.0,1.0
6-2021,entertainment,youtube,33,41,531.88,0.0,1.0
6-2021,shopping,zalando,29,46,4724.22,0.0,1.0
6-2021,holidays,airbnb,15,25,25694.74,0.0,1.0
7-2021,groceries,denner,197,396,11650.5,1.0,0.0
7-2021,shopping,digitec galaxus,73,119,19719.77,0.16,0.84
7-2021,communication,amazon,44,80,831.8,0.0,1.0
7-2021,shopping,manor,49,73,4087.5,0.96,0.04
7-2021,holidays,booking.com,25,29,11578.65,0.0,1.0
7-2021,communication,adobe,19,22,1013.55,0.0,1.0
8-2021,transport,voi,7,12,35.7,0.05,0.95
8-2021,restaurants,spettacolo,19,33,264.9,1.0,0.0
6-2021,groceries,twint,3,5,119.6,0.0,1.0
7-2021,savings,coinbase,9,17,2169.6,0.0,1.0
7-2021,transport,bolt,5,16,126.53,0.0,1.0
8-2021,communication,other,372,733,27197.14,0.07,0.93
8-2021,entertainment,other,377,997,63068.29,0.3,0.7
9-2021,groceries,migros,599,2244,64182.9,0.94,0.06
9-2021,groceries,stocker,17,28,261.9,1.0,0.0
9-2021,shopping,other,794,2640,186448.85,0.6,0.4
9-2021,transport,shell,99,149,4426.06,1.0,0.0
9-2021,restaurants,starbucks,64,111,995.92,1.0,0.0
9-2021,groceries,brezelkonig,47,62,504.05,0.8,0.2
9-2021,savings,coinbase,18,79,22994.45,0.0,1.0
9-2021,restaurants,vicafe,23,34,346.3,0.9,0.1
9-2021,tax,other,123,197,9520.5,0.38,0.62
9-2021,education,other,4,6,1655.21,0.17,0.83
9-2021,shopping,jelmoli,14,25,1381.4,1.0,0.0
1-2023,groceries,migrolino,97,223,1746.35,1.0,0.0
1-2023,transport,avia,107,203,7531.44,1.0,0.0
1-2023,transport,socar,85,154,4291.48,1.0,0.0
1-2023,transport,agrola,68,145,4778.73,1.0,0.0
1-2023,entertainment,interwetten,13,254,23009.5,0.0,1.0
1-2023,cash,twint,56,109,5532.13,0.0,1.0
1-2023,transport,tamoil,36,52,1337.99,1.0,0.0
1-2023,shopping,globus,49,60,6065.65,0.97,0.03
1-2023,cash,binance,17,71,23311.67,0.0,1.0
1-2023,communication,tiktok,7,106,2059.34,0.0,1.0
1-2023,savings,other,25,65,19850.67,0.0,1.0
